iteration,gbest_value
0,110.84732957005278
1,105.07204282007737
2,105.07204282007737
3,103.53947717663019
4,103.50168894925142
5,103.50168894925142
6,103.50168894925142
7,76.71827978421202
8,76.71827978421202
9,76.71827978421202
10,76.71827978421202
11,76.71827978421202
12,76.71827978421202
13,67.4808947975433
14,67.4808947975433
15,51.362501938784185
16,51.362501938784185
17,51.362501938784185
18,51.362501938784185
19,51.362501938784185
20,51.362501938784185
21,51.362501938784185
22,51.362501938784185
23,51.362501938784185
24,47.41578866446238
25,47.41578866446238
26,47.41578866446238
27,47.41578866446238
28,41.103269174537694
29,40.148883884767145
30,40.148883884767145
31,40.148883884767145
32,40.148883884767145
33,39.332880892515675
34,39.332880892515675
35,39.332880892515675
36,39.332880892515675
37,37.97450281323432
38,36.89380152304499
39,36.89380152304499
40,36.6734538057743
41,36.37646011882757
42,36.15003337827219
43,36.15003337827219
44,36.15003337827219
45,35.229399040973874
46,34.491168362698645
47,34.491168362698645
48,34.491168362698645
49,34.40879889323588
50,33.83504126174131
51,33.800457927981086
52,33.800457927981086
53,33.800457927981086
54,33.800457927981086
55,33.78620820281277
56,33.58175302620526
57,33.58175302620526
58,32.83055194886239
59,32.83055194886239
60,32.83055194886239
61,32.83055194886239
62,32.83055194886239
63,32.83055194886239
64,32.83055194886239
65,31.768769275386006
66,31.273008077858037
67,31.273008077858037
68,31.273008077858037
69,31.273008077858037
70,31.273008077858037
71,30.93100268520365
72,30.885865629302913
73,30.885865629302913
74,30.73937750281148
75,30.68468392823597
76,26.798123993763866
77,26.798123993763866
78,26.065403944196973
79,26.065403944196973
80,26.065403944196973
81,26.065403944196973
82,26.065403944196973
83,22.872742178424517
84,22.872742178424517
85,22.872742178424517
86,22.872742178424517
87,22.872742178424517
88,22.872742178424517
89,22.872742178424517
90,22.872742178424517
91,22.872742178424517
92,22.39898152974058
93,22.39898152974058
94,22.326764318214373
95,22.326764318214373
96,22.326764318214373
97,21.504671670372886
98,21.504671670372886
99,21.504671670372886
100,21.504671670372886
101,21.504671670372886
102,21.504671670372886
103,21.504671670372886
104,20.941275813355432
105,20.941275813355432
106,20.941275813355432
107,20.941275813355432
108,20.941275813355432
109,20.941275813355432
110,20.80848952811246
111,20.80848952811246
112,20.80848952811246
113,20.80848952811246
114,20.80848952811246
115,20.80848952811246
116,19.739349088957454
117,19.739349088957454
118,19.739349088957454
119,18.837269325889395
120,18.837269325889395
121,18.837269325889395
122,18.837269325889395
123,18.837269325889395
124,18.837269325889395
125,18.837269325889395
126,18.837269325889395
127,17.95261075296621
128,17.95261075296621
129,17.95261075296621
130,17.95261075296621
131,17.95261075296621
132,17.95261075296621
133,17.95261075296621
134,17.95261075296621
135,16.50756113378924
136,16.50756113378924
137,16.50756113378924
138,16.50756113378924
139,16.50756113378924
140,14.385113857969856
141,14.385113857969856
142,14.385113857969856
143,14.385113857969856
144,13.76917780388385
145,13.76917780388385
146,13.76917780388385
147,13.76917780388385
148,13.76917780388385
149,13.76917780388385
150,13.76917780388385
151,13.76917780388385
152,13.76917780388385
153,13.692657136870025
154,13.35463255874464
155,12.895080826734429
156,12.895080826734429
157,12.895080826734429
158,12.856151184489406
159,12.277739134214926
160,12.277739134214926
161,12.277739134214926
162,12.277739134214926
163,12.11954692358178
164,12.05476898501611
165,12.05476898501611
166,12.05476898501611
167,12.05476898501611
168,12.05476898501611
169,12.026844002984447
170,12.026844002984447
171,12.026844002984447
172,12.026844002984447
173,11.337374421623522
174,11.030885442421052
175,8.90005650099451
176,8.90005650099451
177,8.698674071850206
178,8.698674071850206
179,8.698674071850206
180,8.278040482123785
181,8.278040482123785
182,8.278040482123785
183,8.278040482123785
184,8.276202709742677
185,8.276202709742677
186,8.276202709742677
187,8.276202709742677
188,8.250498065549692
189,8.250498065549692
190,8.250498065549692
191,8.163838232096055
192,8.163838232096055
193,8.163838232096055
194,8.163838232096055
195,8.099548178099553
196,8.099548178099553
197,8.099548178099553
198,8.099548178099553
199,8.081824011901261
200,8.058706230228566
201,8.05386727532867
202,8.04857565281651
203,8.03613680867403
204,8.03613680867403
205,8.029556872979228
206,8.025006825259752
207,8.025006825259752
208,8.020459423349394
