iteration,gbest_value
0,58019.936280163245
1,48007.51695073718
2,44503.94306334514
3,36432.63008780583
4,28328.492158656725
5,28328.492158656725
6,28328.492158656725
7,28328.492158656725
8,28328.492158656725
9,26905.150926786464
10,24223.083947527688
11,21272.309440775785
12,21272.309440775785
13,19150.527701750892
14,16181.851169708736
15,15264.9176864278
16,14283.88037929898
17,13952.523663970293
18,13952.523663970293
19,13029.316336266966
20,13029.316336266966
21,7304.334204498077
22,7304.334204498077
23,7304.334204498077
24,6655.183700262897
25,6655.183700262897
26,6655.183700262897
27,5518.117624019137
28,5518.117624019137
29,5438.5754175932025
30,5335.987502660966
31,5198.754198142857
32,4910.486655174834
33,4484.70568453799
34,4484.70568453799
35,4484.70568453799
36,3251.7461582335477
37,2811.0150346825044
38,2811.0150346825044
39,2811.0150346825044
40,2811.0150346825044
41,2811.0150346825044
42,2383.1798694750623
43,2383.1798694750623
44,2383.1798694750623
45,2195.0600130888406
46,2195.0600130888406
47,2195.0600130888406
48,2192.0051403673424
49,2018.3042701871732
50,2018.3042701871732
51,1759.2553001289248
52,1759.2553001289248
53,1759.2553001289248
54,1662.5005691725198
55,1540.6170043221455
56,1540.6170043221455
57,1452.1546797907301
58,1369.5325698475933
59,1080.7518470502635
60,1080.7518470502635
61,1080.7518470502635
62,921.9110606562671
63,794.9790188901247
64,794.9790188901247
65,760.3535677823284
66,760.3535677823284
67,756.2624075577211
68,756.2624075577211
69,658.5138351478489
70,587.1238234872716
71,572.5459130383986
72,551.2264920831153
73,551.2264920831153
74,551.2264920831153
75,461.62075324193415
76,393.89824535553413
77,369.22765689459
78,356.0193444108298
79,356.0193444108298
80,351.2998085740948
81,297.33595937074733
82,269.68004331908026
83,269.68004331908026
84,269.68004331908026
85,259.8466501543592
86,222.6544173143544
87,203.50049714573544
88,182.53066128087102
89,166.1269845576696
90,161.63536975777137
91,161.63536975777137
92,157.86480641980086
93,147.78798895587153
94,136.3561629614336
95,112.0206716074188
96,112.0206716074188
97,112.0206716074188
98,112.0206716074188
99,110.26541111538384
100,98.1035015595419
101,89.7003808754857
102,59.950604822341106
103,59.950604822341106
104,59.950604822341106
105,59.950604822341106
106,59.950604822341106
107,57.05943914281923
108,49.76758115627318
109,44.63525552150046
110,36.959126410872166
111,36.959126410872166
112,36.959126410872166
113,32.83176728544486
114,24.271894136330936
115,24.271894136330936
116,24.271894136330936
117,22.46892846097639
118,20.40400194444042
119,19.780851817959086
120,19.774667090104092
121,16.92261647412046
122,15.976730495389107
123,13.678804057086149
124,13.678804057086149
125,13.678804057086149
126,13.678804057086149
127,12.837612333251773
128,11.63707116549058
129,11.434766512396656
130,10.772326992155879
131,10.26580160120511
132,9.053898449759833
133,9.053898449759833
134,8.976637067446074
135,8.704876756747556
136,8.704876756747556
137,7.987547846173736
138,7.655365042636064
139,7.655365042636064
140,7.655365042636064
141,6.406723784057746
142,6.406723784057746
143,5.368481440778145
144,5.170069330717329
145,5.170069330717329
146,4.995993655599831
147,4.376575141041182
148,4.168016721892383
149,3.590346044559191
150,3.499216692705935
151,3.499216692705935
152,3.4257023215710913
153,3.140451329501397
154,3.140451329501397
155,3.140451329501397
156,2.852223602405914
