evaluator,n_particles,max_iter,w,c1,c2,seed,best_value,total_time,eval_time,update_time,overhead,auc,convergence_iter
vectorized,100,500,0.719,2.0,2.0,456,1.1523934115386746e-14,0.035198,0.004991,0.019615,0.010591,47.665807,11
vectorized,100,500,0.719,2.0,2.0,789,3.8701241321918595e-13,0.02079,0.003164,0.009895,0.007731,23.313769,8
vectorized,100,500,0.9,1.0,1.0,42,6.1819715241134184e-06,0.021636,0.002927,0.012161,0.006547,74.67543,16
vectorized,100,500,0.9,1.0,1.0,99,7.830248547991894e-08,0.033771,0.004592,0.01795,0.011229,147.827818,9
vectorized,100,500,0.9,1.0,1.0,123,5.648491610050975e-13,0.058641,0.009092,0.027745,0.021804,58.253893,45
vectorized,100,500,0.9,1.0,1.0,456,1.2334545431440404e-11,0.057948,0.006701,0.031854,0.019393,71.196681,23
vectorized,100,500,0.9,1.0,1.0,789,5.324722022499509e-10,0.065828,0.016343,0.026121,0.023364,24.040191,9
vectorized,100,500,0.9,1.0,1.49445,42,2.2298575190856034e-05,0.052691,0.006108,0.029224,0.01736,18.749612,3
vectorized,100,500,0.9,1.0,1.49445,99,1.699072906615702e-05,0.075521,0.008585,0.030933,0.036003,130.521498,4
vectorized,100,500,0.9,1.0,1.49445,123,1.995841870142033e-08,0.080465,0.013446,0.042118,0.024902,46.235696,28
vectorized,100,500,0.9,1.0,1.49445,456,0.00019760231048060911,0.035171,0.004873,0.016964,0.013333,26.837774,9
vectorized,100,500,0.9,1.0,1.49445,789,6.810034544265593e-10,0.097525,0.013299,0.046988,0.037238,17.179131,11
vectorized,100,500,0.9,1.0,2.0,42,0.11765181551178189,0.016797,0.003109,0.008861,0.004827,55.401373,15
vectorized,100,500,0.9,1.0,2.0,99,0.026028604707847146,0.018635,0.002336,0.011002,0.005297,226.695148,29
vectorized,100,500,0.9,1.0,2.0,123,0.000503304109568921,0.038119,0.006071,0.019732,0.012316,110.373648,11
vectorized,100,500,0.9,1.0,2.0,456,0.13168916615133966,0.012897,0.0013,0.007535,0.004063,17.068642,14
vectorized,100,500,0.9,1.0,2.0,789,0.022525303115632306,0.013439,0.001372,0.006789,0.005278,28.575017,6
vectorized,100,500,0.9,1.49445,1.0,42,0.0006388984744604654,0.007916,0.001202,0.004083,0.002631,70.102826,24
vectorized,100,500,0.9,1.49445,1.0,99,1.2692101842717776e-05,0.044228,0.006364,0.022743,0.015121,143.706949,14
vectorized,100,500,0.9,1.49445,1.0,123,1.3759513930872448e-05,0.018864,0.002572,0.009158,0.007135,54.306351,42
vectorized,100,500,0.9,1.49445,1.0,456,5.7906877795385925e-09,0.073847,0.010578,0.037359,0.025911,26.948988,11
vectorized,100,500,0.9,1.49445,1.0,789,2.3372127111685943e-05,0.020885,0.003484,0.010015,0.007386,18.87146,4
vectorized,100,500,0.9,1.49445,1.49445,42,0.0041369929373095,0.015893,0.001923,0.007368,0.006602,14.059357,8
vectorized,100,500,0.9,1.49445,1.49445,99,0.010902653492971218,0.010801,0.001136,0.006175,0.00349,126.633791,5
vectorized,100,500,0.9,1.49445,1.49445,123,0.000394585192988007,0.037784,0.005233,0.02001,0.012541,40.453581,11
vectorized,100,500,0.9,1.49445,1.49445,456,0.0033087828825490322,0.047467,0.005742,0.027138,0.014587,42.291082,23
vectorized,100,500,0.9,1.49445,1.49445,789,5.691362924776856e-05,0.026016,0.003411,0.015643,0.006962,17.913906,2
vectorized,100,500,0.9,1.49445,2.0,42,0.015564755239685327,0.02144,0.003797,0.010493,0.007149,79.043056,20
vectorized,100,500,0.9,1.49445,2.0,99,0.28181017598954505,0.014533,0.001718,0.008421,0.004393,180.337324,12
vectorized,100,500,0.9,1.49445,2.0,123,0.01559179710990686,0.048258,0.011805,0.022503,0.01395,182.59412,24
vectorized,100,500,0.9,1.49445,2.0,456,0.029139587027235944,0.030696,0.005013,0.013993,0.01169,40.982899,2
vectorized,100,500,0.9,1.49445,2.0,789,0.012712172201853496,0.018566,0.002001,0.010999,0.005566,20.86561,8
vectorized,100,500,0.9,2.0,1.0,42,0.009216585932104216,0.011796,0.001841,0.006174,0.00378,45.444097,25
vectorized,100,500,0.9,2.0,1.0,99,0.0029224356490555633,0.024028,0.003315,0.014327,0.006387,148.803895,15
vectorized,100,500,0.9,2.0,1.0,123,0.0045122522379732275,0.042642,0.004941,0.026543,0.011159,67.906669,8
vectorized,100,500,0.9,2.0,1.0,456,0.018958514886443237,0.012621,0.001136,0.005254,0.00623,59.135887,36
vectorized,100,500,0.9,2.0,1.0,789,0.07230261969177754,0.006861,0.001269,0.00319,0.002402,31.821461,19
vectorized,100,500,0.9,2.0,1.49445,42,0.0021191236544774086,0.012176,0.001646,0.006256,0.004274,22.968674,6
vectorized,100,500,0.9,2.0,1.49445,99,0.0036277485128222643,0.020608,0.00272,0.009655,0.008233,207.579119,12
vectorized,100,500,0.9,2.0,1.49445,123,0.0014936162697641703,0.034117,0.003768,0.020475,0.009873,53.472838,2
vectorized,100,500,0.9,2.0,1.49445,456,0.05505430628181795,0.029535,0.003944,0.016702,0.008889,87.83759,4
vectorized,100,500,0.9,2.0,1.49445,789,0.0006608995762494245,0.024852,0.0039,0.011852,0.0091,20.566414,2
vectorized,100,500,0.9,2.0,2.0,42,0.05833982358785264,0.020388,0.004038,0.009547,0.006803,60.999915,6
vectorized,100,500,0.9,2.0,2.0,99,0.05013286652043251,0.030868,0.006339,0.015879,0.00865,219.525896,27
vectorized,100,500,0.9,2.0,2.0,123,0.029561760315785994,0.024832,0.007385,0.01128,0.006167,108.975634,8
vectorized,100,500,0.9,2.0,2.0,456,0.013324651114684595,0.020058,0.003952,0.010059,0.006047,18.602333,2
vectorized,100,500,0.9,2.0,2.0,789,0.06422131563913372,0.013076,0.00215,0.006321,0.004605,25.444462,6
